Season,Week,PlayerID,Name,Team,Opponent,HomeOrAway,Position,Receptions,ReceivingYards,ReceivingTouchdowns,RushingYards,RushingTouchdowns,PassingYards,PassingTouchdowns,FumblesLost,FantasyPoints,FantasyPointsPPR,TotalYards,TotalTDs,source_file
2024,1,19801,Josh Allen,BUF,ARI,HOME,QB,0.0,0.0,0.0,35.4,0.6,258.7,1.8,0.4,22.29,22.29,294.1,2.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21831,Jalen Hurts,PHI,GB,HOME,QB,0.0,0.0,0.0,39.1,0.7,238.6,1.5,0.4,21.45,21.45,277.7,2.2,nfl_2024_week1_skill_positions_projections.csv
2024,1,19781,Lamar Jackson,BAL,KC,AWAY,QB,0.0,0.0,0.0,51.4,0.3,221.4,1.4,0.3,19.6,19.6,272.8,1.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,23239,C.J. Stroud,HOU,IND,AWAY,QB,0.0,0.0,0.0,11.2,0.2,280.7,1.9,0.2,19.55,19.55,291.9,2.1,nfl_2024_week1_skill_positions_projections.csv
2024,1,18890,Patrick Mahomes,KC,BAL,HOME,QB,0.0,0.0,0.0,23.3,0.1,265.4,1.9,0.2,19.35,19.35,288.7,2.0,nfl_2024_week1_skill_positions_projections.csv
2024,1,24117,Anthony Richardson,IND,HOU,HOME,QB,0.0,0.0,0.0,41.3,0.5,223.8,1.3,0.3,19.28,19.28,265.1,1.8,nfl_2024_week1_skill_positions_projections.csv
2024,1,21841,Jordan Love,GB,PHI,AWAY,QB,0.0,0.0,0.0,12.1,0.2,256.2,1.8,0.3,17.86,17.86,268.3,2.0,nfl_2024_week1_skill_positions_projections.csv
2024,1,17922,Jared Goff,DET,LAR,HOME,QB,0.0,0.0,0.0,3.5,0.1,267.3,1.9,0.2,17.64,17.64,270.8,2.0,nfl_2024_week1_skill_positions_projections.csv
2024,1,22490,Trevor Lawrence,JAX,MIA,AWAY,QB,0.0,0.0,0.0,18.2,0.2,255.4,1.6,0.3,17.64,17.64,273.6,1.8,nfl_2024_week1_skill_positions_projections.csv
2024,1,21693,Joe Burrow,CIN,NE,HOME,QB,0.0,0.0,0.0,13.7,0.1,249.7,1.8,0.2,17.36,17.36,263.4,1.9,nfl_2024_week1_skill_positions_projections.csv
2024,1,20889,Kyler Murray,ARI,BUF,AWAY,QB,0.0,0.0,0.0,35.0,0.3,224.3,1.2,0.2,17.27,17.27,259.3,1.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23235,Jayden Daniels,WAS,TB,AWAY,QB,0.0,0.0,0.0,38.6,0.3,221.5,1.2,0.3,17.12,17.12,260.1,1.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,24927,Caleb Williams,CHI,TEN,HOME,QB,0.0,0.0,0.0,21.4,0.2,239.4,1.5,0.3,16.92,16.92,260.8,1.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,9038,Matthew Stafford,LAR,DET,AWAY,QB,0.0,0.0,0.0,4.1,0.1,269.9,1.7,0.1,16.81,16.81,274.0,1.8,nfl_2024_week1_skill_positions_projections.csv
2024,1,21677,Tua Tagovailoa,MIA,JAX,HOME,QB,0.0,0.0,0.0,5.4,0.0,270.9,1.8,0.2,16.58,16.58,276.29999999999995,1.8,nfl_2024_week1_skill_positions_projections.csv
2024,1,14895,Geno Smith,SEA,DEN,HOME,QB,0.0,0.0,0.0,13.1,0.1,243.1,1.7,0.2,16.43,16.43,256.2,1.8,nfl_2024_week1_skill_positions_projections.csv
2024,1,21681,Justin Herbert,LAC,LV,HOME,QB,0.0,0.0,0.0,17.3,0.2,235.4,1.4,0.2,16.35,16.35,252.7,1.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,18857,Deshaun Watson,CLE,DAL,HOME,QB,0.0,0.0,0.0,24.8,0.2,220.4,1.4,0.2,16.1,16.1,245.2,1.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,18055,Dak Prescott,DAL,CLE,AWAY,QB,0.0,0.0,0.0,12.3,0.1,245.0,1.6,0.2,16.03,16.03,257.3,1.7000000000000002,nfl_2024_week1_skill_positions_projections.csv
2024,1,19790,Baker Mayfield,TB,WAS,HOME,QB,0.0,0.0,0.0,11.1,0.1,239.8,1.6,0.2,15.9,15.9,250.9,1.7000000000000002,nfl_2024_week1_skill_positions_projections.csv
2024,1,14252,Kirk Cousins,ATL,PIT,HOME,QB,0.0,0.0,0.0,6.2,0.1,248.4,1.6,0.3,15.76,15.76,254.6,1.7000000000000002,nfl_2024_week1_skill_positions_projections.csv
2024,1,23241,Brock Purdy,SF,NYJ,HOME,QB,0.0,0.0,0.0,8.8,0.1,235.7,1.6,0.2,15.51,15.51,244.5,1.7000000000000002,nfl_2024_week1_skill_positions_projections.csv
2024,1,22492,Justin Fields,PIT,ATL,AWAY,QB,0.0,0.0,0.0,41.8,0.4,176.2,1.0,0.4,15.43,15.43,218.0,1.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,20841,Daniel Jones,NYG,MIN,HOME,QB,0.0,0.0,0.0,27.1,0.2,214.2,1.1,0.2,15.08,15.08,241.3,1.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,2593,Aaron Rodgers,NYJ,SF,AWAY,QB,0.0,0.0,0.0,7.6,0.1,229.7,1.4,0.2,14.75,14.75,237.3,1.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,18082,Tyreek Hill,MIA,JAX,HOME,WR,7.1,99.8,0.7,1.9,0.0,0.0,0.0,0.0,14.37,21.47,101.7,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,23270,Will Levis,TEN,CHI,AWAY,QB,0.0,0.0,0.0,13.2,0.1,225.0,1.3,0.2,14.32,14.32,238.2,1.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,19812,Sam Darnold,MIN,NYG,AWAY,QB,0.0,0.0,0.0,12.1,0.2,226.8,1.3,0.3,14.28,14.28,238.9,1.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23189,Bijan Robinson,ATL,PIT,HOME,RB,3.7,29.9,0.2,71.4,0.5,0.0,0.0,0.1,14.13,17.83,101.3,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,25069,Bo Nix,DEN,SEA,AWAY,QB,0.0,0.0,0.0,19.9,0.2,204.6,1.1,0.2,13.97,13.97,224.5,1.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,22526,Breece Hall,NYJ,SF,AWAY,RB,3.6,28.8,0.2,70.3,0.5,0.0,0.0,0.1,13.91,17.51,99.1,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,16311,Derek Carr,NO,CAR,HOME,QB,0.0,0.0,0.0,4.5,0.0,231.3,1.5,0.2,13.9,13.9,235.8,1.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23132,Bryce Young,CAR,NO,AWAY,QB,0.0,0.0,0.0,13.7,0.1,210.1,1.2,0.2,13.37,13.37,223.8,1.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,21682,Jonathan Taylor,IND,HOU,HOME,RB,2.1,16.5,0.1,76.1,0.6,0.0,0.0,0.1,13.26,15.36,92.6,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,20880,Gardner Minshew II,LV,LAC,AWAY,QB,0.0,0.0,0.0,9.5,0.1,215.3,1.2,0.2,13.16,13.16,224.8,1.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,20824,Josh Jacobs,GB,PHI,AWAY,RB,2.7,19.2,0.1,70.9,0.6,0.0,0.0,0.1,13.01,15.71,90.1,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,17959,Derrick Henry,BAL,KC,AWAY,RB,1.3,10.1,0.1,72.9,0.7,0.0,0.0,0.1,12.9,14.2,83.0,0.7999999999999999,nfl_2024_week1_skill_positions_projections.csv
2024,1,18018,Jacoby Brissett,NE,CIN,AWAY,QB,0.0,0.0,0.0,13.1,0.1,217.7,1.0,0.3,12.62,12.62,230.8,1.1,nfl_2024_week1_skill_positions_projections.csv
2024,1,23200,Jahmyr Gibbs,DET,LAR,HOME,RB,3.5,25.2,0.2,60.7,0.5,0.0,0.0,0.1,12.59,16.09,85.9,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,22587,Amon-Ra St. Brown,DET,LAR,HOME,WR,7.2,87.7,0.6,1.8,0.0,0.0,0.0,0.0,12.55,19.75,89.5,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,19766,Saquon Barkley,PHI,GB,HOME,RB,2.7,19.3,0.1,71.8,0.5,0.0,0.0,0.1,12.51,15.21,91.1,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,23212,Kyren Williams,LAR,DET,AWAY,RB,2.4,17.2,0.1,67.0,0.6,0.0,0.0,0.1,12.42,14.82,84.2,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,21679,CeeDee Lamb,DAL,CLE,AWAY,WR,6.8,85.7,0.5,3.8,0.1,0.0,0.0,0.1,12.35,19.15,89.5,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,23214,Kenneth Walker III,SEA,DEN,HOME,RB,1.9,13.9,0.1,68.9,0.6,0.0,0.0,0.1,12.28,14.18,82.80000000000001,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,21696,Travis Etienne Jr.,JAX,MIA,AWAY,RB,2.9,22.7,0.1,64.1,0.5,0.0,0.0,0.1,12.08,14.98,86.8,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,24179,De'Von Achane,MIA,JAX,HOME,RB,2.8,22.3,0.2,58.3,0.5,0.0,0.0,0.1,12.06,14.86,80.6,0.7,nfl_2024_week1_skill_positions_projections.csv
2024,1,18878,Alvin Kamara,NO,CAR,HOME,RB,4.1,27.9,0.2,57.8,0.4,0.0,0.0,0.1,11.97,16.07,85.69999999999999,0.6000000000000001,nfl_2024_week1_skill_positions_projections.csv
2024,1,23371,Isiah Pacheco,KC,BAL,HOME,RB,2.5,17.6,0.1,65.8,0.5,0.0,0.0,0.1,11.74,14.24,83.4,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,21685,Justin Jefferson,MIN,NYG,AWAY,WR,6.5,88.0,0.5,0.5,0.0,0.0,0.0,0.1,11.65,18.15,88.5,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,18858,Joe Mixon,HOU,IND,AWAY,RB,2.7,20.0,0.1,62.4,0.5,0.0,0.0,0.1,11.64,14.34,82.4,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,20882,David Montgomery,DET,LAR,HOME,RB,1.3,9.9,0.1,58.5,0.7,0.0,0.0,0.1,11.44,12.74,68.4,0.7999999999999999,nfl_2024_week1_skill_positions_projections.csv
2024,1,21042,A.J. Brown,PHI,GB,HOME,WR,5.9,82.9,0.5,0.1,0.0,0.0,0.0,0.1,11.1,17.0,83.0,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23217,Rachaad White,TB,WAS,HOME,RB,3.2,24.7,0.1,58.1,0.4,0.0,0.0,0.1,11.08,14.28,82.8,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23247,James Cook,BUF,ARI,HOME,RB,2.8,22.2,0.2,59.7,0.3,0.0,0.0,0.1,10.99,13.79,81.9,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,24172,Puka Nacua,LAR,DET,AWAY,WR,5.7,79.9,0.4,2.3,0.0,0.0,0.0,0.0,10.62,16.32,82.2,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,16597,Mike Evans,TB,WAS,HOME,WR,4.5,68.1,0.6,0.1,0.0,0.0,0.0,0.0,10.42,14.92,68.19999999999999,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,20932,Deebo Samuel Sr.,SF,NYJ,HOME,WR,4.1,54.4,0.4,13.8,0.2,0.0,0.0,0.0,10.42,14.52,68.2,0.6000000000000001,nfl_2024_week1_skill_positions_projections.csv
2024,1,23205,Jerome Ford,CLE,DAL,HOME,RB,2.4,17.8,0.1,58.2,0.4,0.0,0.0,0.1,10.4,12.8,76.0,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,18983,James Conner,ARI,BUF,AWAY,RB,2.4,16.9,0.1,59.0,0.4,0.0,0.0,0.1,10.39,12.79,75.9,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,19045,Aaron Jones,MIN,NYG,AWAY,RB,2.3,17.4,0.1,58.1,0.4,0.0,0.0,0.1,10.35,12.65,75.5,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,18882,Cooper Kupp,LAR,DET,AWAY,WR,5.7,69.8,0.5,1.3,0.0,0.0,0.0,0.0,10.11,15.81,71.1,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23122,Garrett Wilson,NYJ,SF,AWAY,WR,5.7,71.2,0.5,1.2,0.0,0.0,0.0,0.1,10.04,15.74,72.4,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,22564,Ja'Marr Chase,CIN,NE,HOME,WR,5.4,69.4,0.5,0.9,0.0,0.0,0.0,0.0,10.03,15.43,70.30000000000001,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,20941,Devin Singletary,NYG,MIN,HOME,RB,2.2,14.6,0.1,57.6,0.4,0.0,0.0,0.1,10.02,12.22,72.2,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,21756,Nico Collins,HOU,IND,AWAY,WR,4.9,72.8,0.4,0.6,0.0,0.0,0.0,0.0,9.74,14.64,73.39999999999999,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,22598,Jaylen Waddle,MIA,JAX,HOME,WR,5.3,72.1,0.4,1.2,0.0,0.0,0.0,0.0,9.73,15.03,73.3,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,17217,Raheem Mostert,MIA,JAX,HOME,RB,1.6,11.2,0.1,52.0,0.5,0.0,0.0,0.1,9.72,11.32,63.2,0.6,nfl_2024_week1_skill_positions_projections.csv
2024,1,20875,DK Metcalf,SEA,DEN,HOME,WR,4.6,65.6,0.5,0.1,0.0,0.0,0.0,0.0,9.57,14.17,65.69999999999999,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,22539,Zamir White,LV,LAC,AWAY,RB,1.6,11.6,0.1,55.2,0.4,0.0,0.0,0.1,9.48,11.08,66.8,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,21684,D'Andre Swift,CHI,TEN,HOME,RB,2.4,17.2,0.1,49.3,0.4,0.0,0.0,0.1,9.45,11.85,66.5,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,22565,Chris Olave,NO,CAR,HOME,WR,5.4,70.4,0.4,0.1,0.0,0.0,0.0,0.0,9.45,14.85,70.5,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,15048,Travis Kelce,KC,BAL,HOME,TE,6.0,63.9,0.5,0.3,0.0,0.0,0.0,0.0,9.42,15.42,64.2,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,23151,Drake London,ATL,PIT,HOME,WR,5.5,69.9,0.4,0.3,0.0,0.0,0.0,0.0,9.42,14.92,70.2,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,24120,Rashee Rice,KC,BAL,HOME,WR,5.7,63.4,0.5,0.4,0.0,0.0,0.0,0.0,9.38,15.08,63.8,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,16470,Davante Adams,LV,LAC,AWAY,WR,5.5,68.1,0.4,0.1,0.0,0.0,0.0,0.0,9.22,14.72,68.19999999999999,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21691,Chuba Hubbard,CAR,NO,AWAY,RB,1.9,13.6,0.1,56.6,0.3,0.0,0.0,0.1,9.22,11.12,70.2,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21768,Najee Harris,PIT,ATL,AWAY,RB,1.6,10.1,0.1,52.1,0.4,0.0,0.0,0.1,9.02,10.62,62.2,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,21784,Zack Moss,CIN,NE,HOME,RB,1.6,12.4,0.1,49.7,0.4,0.0,0.0,0.1,9.01,10.61,62.1,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,22558,Javonte Williams,DEN,SEA,AWAY,RB,2.3,16.1,0.1,52.0,0.3,0.0,0.0,0.1,9.01,11.31,68.1,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,22546,Rhamondre Stevenson,NE,CIN,AWAY,RB,2.1,14.7,0.1,53.3,0.3,0.0,0.0,0.1,9.0,11.1,68.0,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,16906,Stefon Diggs,HOU,IND,AWAY,WR,5.3,65.5,0.4,0.4,0.0,0.0,0.0,0.0,8.99,14.29,65.9,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,19844,DJ Moore,CHI,TEN,HOME,WR,4.9,64.5,0.4,1.1,0.0,0.0,0.0,0.0,8.96,13.86,65.6,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,16765,Amari Cooper,CLE,DAL,HOME,WR,4.3,65.2,0.4,0.1,0.0,0.0,0.0,0.0,8.93,13.23,65.3,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,20912,Tony Pollard,TEN,CHI,AWAY,RB,2.0,15.0,0.1,52.1,0.3,0.0,0.0,0.1,8.91,10.91,67.1,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,24974,Marvin Harrison Jr.,ARI,BUF,AWAY,WR,5.1,66.8,0.4,0.3,0.0,0.0,0.0,0.1,8.91,14.01,67.1,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,23141,Sam LaPorta,DET,LAR,HOME,TE,5.6,58.7,0.5,0.0,0.0,0.0,0.0,0.0,8.87,14.47,58.7,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,21687,DeVonta Smith,PHI,GB,HOME,WR,5.2,66.0,0.4,0.2,0.0,0.0,0.0,0.1,8.82,14.02,66.2,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,23153,George Pickens,PIT,ATL,AWAY,WR,4.1,63.3,0.4,0.7,0.0,0.0,0.0,0.0,8.8,12.9,64.0,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,23190,Brian Robinson Jr.,WAS,TB,AWAY,RB,1.4,11.1,0.1,48.5,0.4,0.0,0.0,0.1,8.76,10.16,59.6,0.5,nfl_2024_week1_skill_positions_projections.csv
2024,1,24953,Malik Nabers,NYG,MIN,HOME,WR,5.0,64.3,0.4,0.9,0.0,0.0,0.0,0.1,8.72,13.72,65.2,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21747,Brandon Aiyuk,SF,NYJ,HOME,WR,4.2,62.6,0.4,0.4,0.0,0.0,0.0,0.0,8.7,12.9,63.0,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,24176,Tank Dell,HOU,IND,AWAY,WR,4.4,59.5,0.4,3.2,0.0,0.0,0.0,0.0,8.67,13.07,62.7,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,19815,Christian Kirk,JAX,MIA,AWAY,WR,4.9,63.0,0.4,0.5,0.0,0.0,0.0,0.1,8.55,13.45,63.5,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,15076,Keenan Allen,CHI,TEN,HOME,WR,5.1,58.0,0.4,0.5,0.0,0.0,0.0,0.0,8.25,13.35,58.5,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21744,Michael Pittman Jr.,IND,HOU,HOME,WR,5.8,63.8,0.3,0.3,0.0,0.0,0.0,0.0,8.21,14.01,64.1,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23120,Zay Flowers,BAL,KC,AWAY,WR,4.9,57.4,0.4,2.6,0.0,0.0,0.0,0.1,8.2,13.1,60.0,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,18880,Chris Godwin,TB,WAS,HOME,WR,5.2,61.2,0.3,1.2,0.0,0.0,0.0,0.0,8.04,13.24,62.400000000000006,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23233,Jayden Reed,GB,PHI,AWAY,WR,4.2,51.6,0.3,4.2,0.1,0.0,0.0,0.0,7.98,12.18,55.8,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,20873,Terry McLaurin,WAS,TB,AWAY,WR,4.7,60.6,0.3,0.5,0.0,0.0,0.0,0.0,7.91,12.61,61.1,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,20239,Gus Edwards,LAC,LV,HOME,RB,1.0,7.0,0.0,49.1,0.4,0.0,0.0,0.1,7.81,8.81,56.1,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,23162,Jordan Addison,MIN,NYG,AWAY,WR,4.2,53.3,0.4,0.4,0.0,0.0,0.0,0.0,7.77,11.97,53.7,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,19803,Mark Andrews,BAL,KC,AWAY,TE,4.5,53.3,0.4,0.0,0.0,0.0,0.0,0.0,7.73,12.23,53.3,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,19802,Calvin Ridley,TEN,CHI,AWAY,WR,4.2,57.3,0.3,1.2,0.0,0.0,0.0,0.0,7.65,11.85,58.5,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23395,Christian Watson,GB,PHI,AWAY,WR,3.7,50.2,0.4,2.3,0.0,0.0,0.0,0.0,7.65,11.35,52.5,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,24924,Xavier Worthy,KC,BAL,HOME,WR,3.7,50.2,0.4,1.4,0.0,0.0,0.0,0.0,7.56,11.26,51.6,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21077,Diontae Johnson,CAR,NO,AWAY,WR,4.9,56.7,0.3,0.6,0.0,0.0,0.0,0.0,7.53,12.43,57.3,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24374,Chase Brown,CIN,NE,HOME,RB,2.3,17.8,0.1,40.5,0.2,0.0,0.0,0.1,7.43,9.73,58.3,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23251,Trey McBride,ARI,BUF,AWAY,TE,5.4,55.3,0.3,0.0,0.0,0.0,0.0,0.0,7.33,12.73,55.3,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,22508,Kyle Pitts,ATL,PIT,HOME,TE,4.6,54.0,0.3,0.0,0.0,0.0,0.0,0.0,7.2,11.8,54.0,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24123,Tyjae Spears,TEN,CHI,AWAY,RB,2.4,17.8,0.1,37.9,0.2,0.0,0.0,0.1,7.17,9.57,55.7,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23479,Jaylen Warren,PIT,ATL,AWAY,RB,2.5,17.4,0.1,38.0,0.2,0.0,0.0,0.1,7.14,9.64,55.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,17923,Ezekiel Elliott,DAL,CLE,AWAY,RB,1.6,11.3,0.1,37.5,0.3,0.0,0.0,0.1,7.08,8.68,48.8,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,22613,Joshua Palmer,LAC,LV,HOME,WR,4.4,54.3,0.3,0.3,0.0,0.0,0.0,0.1,7.06,11.46,54.6,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,19063,George Kittle,SF,NYJ,HOME,TE,3.9,51.8,0.3,0.1,0.0,0.0,0.0,0.0,6.99,10.89,51.9,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24102,Dalton Kincaid,BUF,ARI,HOME,TE,5.3,53.4,0.3,0.0,0.0,0.0,0.0,0.1,6.94,12.24,53.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,19562,Austin Ekeler,WAS,TB,AWAY,RB,3.0,22.2,0.1,30.3,0.2,0.0,0.0,0.1,6.85,9.85,52.5,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23157,Jaxon Smith-Njigba,SEA,DEN,HOME,WR,4.6,50.3,0.3,0.2,0.0,0.0,0.0,0.0,6.85,11.45,50.5,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,14986,DeAndre Hopkins,TEN,CHI,AWAY,WR,4.0,50.2,0.3,0.2,0.0,0.0,0.0,0.0,6.84,10.84,50.400000000000006,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,18928,Curtis Samuel,BUF,ARI,HOME,WR,3.6,39.3,0.3,3.7,0.1,0.0,0.0,0.0,6.7,10.3,43.0,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,19800,Courtland Sutton,DEN,SEA,AWAY,WR,3.8,50.3,0.3,0.1,0.0,0.0,0.0,0.1,6.64,10.44,50.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,16830,Tyler Lockett,SEA,DEN,HOME,WR,4.1,48.2,0.3,0.1,0.0,0.0,0.0,0.0,6.63,10.73,48.3,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23234,Jameson Williams,DET,LAR,HOME,WR,3.3,46.1,0.3,2.2,0.0,0.0,0.0,0.0,6.63,9.93,48.3,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24933,Brian Thomas Jr.,JAX,MIA,AWAY,WR,3.8,49.6,0.3,0.5,0.0,0.0,0.0,0.1,6.61,10.41,50.1,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,18912,Evan Engram,JAX,MIA,AWAY,TE,5.4,49.8,0.3,0.0,0.0,0.0,0.0,0.1,6.58,11.98,49.8,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23227,Khalil Shakir,BUF,ARI,HOME,WR,3.5,46.5,0.3,0.2,0.0,0.0,0.0,0.0,6.47,9.97,46.7,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24977,Rome Odunze,CHI,TEN,HOME,WR,3.7,47.9,0.3,0.5,0.0,0.0,0.0,0.1,6.44,10.14,48.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,20876,Jakobi Meyers,LV,LAC,AWAY,WR,4.0,45.1,0.3,1.0,0.0,0.0,0.0,0.0,6.41,10.41,46.1,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,25097,Ladd McConkey,LAC,LV,HOME,WR,3.7,47.1,0.3,0.3,0.0,0.0,0.0,0.1,6.34,10.04,47.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23167,Romeo Doubs,GB,PHI,AWAY,WR,3.6,45.1,0.3,0.1,0.0,0.0,0.0,0.0,6.32,9.92,45.2,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24116,Blake Corum,LAR,DET,AWAY,RB,1.1,8.9,0.1,31.8,0.3,0.0,0.0,0.1,6.27,7.37,40.7,0.4,nfl_2024_week1_skill_positions_projections.csv
2024,1,21735,Gabe Davis,JAX,MIA,AWAY,WR,3.1,44.3,0.3,0.1,0.0,0.0,0.0,0.0,6.24,9.34,44.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,21952,Rico Dowdle,DAL,CLE,AWAY,RB,1.3,9.6,0.1,36.8,0.2,0.0,0.0,0.1,6.24,7.54,46.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,23729,Rashid Shaheed,NO,CAR,HOME,WR,3.2,43.4,0.3,2.2,0.0,0.0,0.0,0.1,6.16,9.36,45.6,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,24964,Keon Coleman,BUF,ARI,HOME,WR,3.4,45.1,0.3,0.3,0.0,0.0,0.0,0.1,6.14,9.54,45.4,0.3,nfl_2024_week1_skill_positions_projections.csv
2024,1,18876,David Njoku,CLE,DAL,HOME,TE,4.2,45.0,0.3,0.0,0.0,0.0,0.0,0.1,6.1,10.3,45.0,0.3,nfl_2024_week1_skill_positions_projections.csv
